tractID,Unnamed: 0,nodeID,dki_fa,dki_md,dki_mk,dki_awf,subjectID
CGC_R,249.5,49.5,0.5229091593390891,0.0009440302772473109,1.0070376329051371,0.37857639469422993,100307
CST_L,549.5,49.5,0.5575139384784812,0.000869950687044439,1.0614980347028469,0.4081255965196331,100307
CST_R,449.5,49.5,0.537374018926458,0.000890010632227608,1.0695970344645176,0.4076945539839635,100307
IFO_L,749.5,49.5,0.5458612183279196,0.000955545025962785,0.9907026535385607,0.38354328827891043,100307
IFO_R,649.5,49.5,0.5432251667540409,0.0009307417815340729,0.9720182839984333,0.3773122131813132,100307
ILF_L,949.5,49.5,0.5085893760663257,0.0009662059000813771,0.9485260633585074,0.36176174202226163,100307
ILF_R,849.5,49.5,0.5124520206499649,0.000938052637261808,0.9446863416035989,0.3649919157105424,100307
Motor,1749.5,49.5,0.5683503117157476,0.000927899254126313,0.9386394093336135,0.38802688143133635,100307
Occipital,1849.5,49.5,0.6666705089935018,0.0009357347505027539,1.0069250947656767,0.42928434599134596,100307
Orbital,1949.5,49.5,0.5148295352250245,0.000932029114433031,1.0455619470654853,0.37079553630751844,100307
PostParietal,2049.5,49.5,0.5759218329949852,0.000904861637738371,0.9873101285952147,0.4168884333683499,100307
SLF_L,1149.5,49.5,0.5002805006933925,0.000861171441960091,1.0082591998061907,0.3964659181231069,100307
SLF_R,1049.5,49.5,0.49436603665044354,0.000919493776983569,1.024426048616739,0.38933848669106164,100307
SupFrontal,2149.5,49.5,0.5713360094209642,0.000944144285420732,0.9842443325149233,0.38985646514684796,100307
SupParietal,2249.5,49.5,0.5496891647699589,0.00095362947026477,0.928577528664952,0.38832760562970525,100307
Temporal,2349.5,49.5,0.570042043781175,0.000966470731204515,0.9768295500280256,0.39421162944291,100307
UNC_L,1549.5,49.5,0.43264596715601705,0.000993050048760639,0.8951267881682711,0.3130451632820554,100307
UNC_R,1449.5,49.5,0.44256201071541695,0.0009711248203131189,0.9157979206019933,0.31469566194087933,100307
ARC_L,1349.5,49.5,0.5303530090348231,0.0008092854843304879,1.0777887663258932,0.4107232173887697,100408
ARC_R,1249.5,49.5,0.47336626840928653,0.0008392936368759491,1.0847963007522057,0.39169786117306904,100408
ATR_L,149.5,49.5,0.4941893884933542,0.000829271178143334,1.0664746519882036,0.37909686259971537,100408
ATR_R,49.5,49.5,0.43949307701489254,0.0009240214953531619,1.062515644850417,0.3594839478911557,100408
AntFrontal,1649.5,49.5,0.5308662029974718,0.000899771295949862,1.073822763734857,0.39321228899462285,100408
CGC_L,349.5,49.5,0.5433642159585443,0.000818925655091261,1.0678068037519939,0.4057290315523781,100408
CGC_R,249.5,49.5,0.4686831766419931,0.00087789221072866,1.068826682854058,0.3772176627733009,100408
CST_L,549.5,49.5,0.5237392348057331,0.000870077902061265,1.1155756420629839,0.40755396352754614,100408
CST_R,449.5,49.5,0.5550396181812584,0.000857077279033277,1.1103425209974354,0.4175762290583859,100408
IFO_L,749.5,49.5,0.5604750710638686,0.00087107427809943,1.0436615996524496,0.39513965772720944,100408
IFO_R,649.5,49.5,0.518871477368588,0.000949345894050172,1.006522326221346,0.36820089447633136,100408
ILF_L,949.5,49.5,0.537196069415948,0.000886564223409709,1.0015996176275486,0.3762829326615489,100408
ILF_R,849.5,49.5,0.4940550950337149,0.000947241748295775,0.9914068765904447,0.362175326927903,100408
Motor,1749.5,49.5,0.54386442710342,0.0008810492919542399,1.0080470879173347,0.3957604701895535,100408
Occipital,1849.5,49.5,0.6647461603094312,0.0009234590681780159,1.0008585675621637,0.4365549802291355,100408
Orbital,1949.5,49.5,0.5406050269602601,0.000866096575765666,1.11791863669663,0.388664321084073,100408
PostParietal,2049.5,49.5,0.5894672604972698,0.0008495629860824721,0.9977590496694902,0.4168037994821485,100408
SLF_L,1149.5,49.5,0.47524011166088725,0.0008565610564603749,1.0571803429639157,0.3892162510934677,100408
SLF_R,1049.5,49.5,0.5110196249331603,0.000837279488346723,1.097724753265606,0.41118316424217566,100408
SupFrontal,2149.5,49.5,0.5407415763552755,0.0008747572038649421,1.045041344828135,0.3947517109078093,100408
SupParietal,2249.5,49.5,0.5749083876123793,0.0008432405326581741,0.934906846729217,0.39325309557355653,100408
Temporal,2349.5,49.5,0.5813414102132549,0.0009202990368169541,0.9782085247532231,0.39382988603896224,100408
UNC_L,1549.5,49.5,0.4422995487261187,0.000934011215536122,1.0142361272933151,0.33871919831238206,100408
UNC_R,1449.5,49.5,0.44872549456999344,0.000890028539368832,1.0288784648491567,0.3372521174415497,100408
ARC_L,1349.5,49.5,0.47544921758749986,0.000946932049517459,1.0323563703294734,0.37810811822971485,100610
ARC_R,1249.5,49.5,0.45975809228615916,0.000869501318898485,1.0484891492725998,0.3745427420626266,100610
ATR_L,149.5,49.5,0.46451652781729763,0.000840475178054561,1.0334114821783735,0.3613171149075275,100610
ATR_R,49.5,49.5,0.41863181360891494,0.000923767539686118,1.0649829733301803,0.3532398624289753,100610
AntFrontal,1649.5,49.5,0.518588828920928,0.000940420561144953,1.0480795595226748,0.3789970466193846,100610
CGC_L,349.5,49.5,0.48986706683770925,0.0009660284553748021,0.9555982921918726,0.3530849365747495,100610
CGC_R,249.5,49.5,0.4731392945393333,0.000961763697325156,1.0320001667857206,0.36298735229773915,100610
CST_L,549.5,49.5,0.5371029977538994,0.000897591334355336,1.087933895591114,0.40148761779961056,100610
CST_R,449.5,49.5,0.5410218385225627,0.000890300696727573,1.0979406023010263,0.40250956842506985,100610
IFO_L,749.5,49.5,0.5572695577726888,0.000916844418587144,1.0415561453336566,0.385040302684387,100610
IFO_R,649.5,49.5,0.5181590665518185,0.000990459359694062,0.9981044889311996,0.35960468716163413,100610
ILF_L,949.5,49.5,0.4916456124429059,0.000967431931830131,0.9797244290836656,0.3514752148662666,100610
ILF_R,849.5,49.5,0.48286731127025256,0.0009796010440219411,0.9585855369767213,0.3481139701439742,100610
Motor,1749.5,49.5,0.5312259881605162,0.00093386078283182,1.031400825987105,0.38956754569997093,100610
Occipital,1849.5,49.5,0.6269881773234282,0.00092443939214189,0.996652186965151,0.407012780751592,100610
Orbital,1949.5,49.5,0.5251217671275957,0.0009186840426267889,1.1050365834901081,0.38075871047802545,100610
PostParietal,2049.5,49.5,0.559902864722774,0.000921828699829327,1.0059912470083536,0.4007427752719317,100610
SLF_L,1149.5,49.5,0.45501907278407805,0.000950382865616375,1.009783239591256,0.36746633608318213,100610
SLF_R,1049.5,49.5,0.480636206523075,0.0008531407202376231,1.0571785073755982,0.383927221527193,100610
SupFrontal,2149.5,49.5,0.5137380931678375,0.000931468186489522,1.0429837628852519,0.38040293281586407,100610
SupParietal,2249.5,49.5,0.5463275453673337,0.000913979515039943,0.9862837359543092,0.39134906754403154,100610
Temporal,2349.5,49.5,0.5439940724440734,0.000980233912231885,1.0092543217994916,0.38270466688593047,100610
UNC_L,1549.5,49.5,0.4430423503632954,0.000996305328058001,0.9569772150382257,0.3215206175384949,100610
UNC_R,1449.5,49.5,0.43623720471512906,0.0009744335353554499,0.9772823759728468,0.32420088718700846,100610
ARC_L,1349.5,49.5,0.4865924648751433,0.0008462203341543501,1.0325767528397356,0.37818101374726865,101006
ARC_R,1249.5,49.5,0.43469791938146474,0.000889237671889984,1.0335871305249917,0.3661753061159241,101006
ATR_L,149.5,49.5,0.4822485148477246,0.000817296857411681,1.0484462716143064,0.37324348812804486,101006
ATR_R,49.5,49.5,0.41998810171903705,0.000914495810179293,1.0494927921888495,0.35023856867731923,101006
AntFrontal,1649.5,49.5,0.5055755301996975,0.0009332459725980111,1.0386659146295094,0.36423606350489046,101006
CGC_L,349.5,49.5,0.5259937643301094,0.0008895833291476431,1.0426470186386743,0.381036788056756,101006
CGC_R,249.5,49.5,0.4775044754775052,0.000897246535504832,1.0599021313291999,0.36950133025423404,101006
CST_L,549.5,49.5,0.5615667036890188,0.000843493975116248,1.081888578126994,0.4117323283632575,101006
CST_R,449.5,49.5,0.5294868726773607,0.000864899651226808,1.0935252496227086,0.4058039055277123,101006
IFO_L,749.5,49.5,0.5519587752051683,0.000880694182124654,1.0330287851713322,0.38362464614835967,101006
IFO_R,649.5,49.5,0.4970893835691217,0.000957968586705846,0.9888751554988052,0.35857074742620026,101006
ILF_L,949.5,49.5,0.4883916574036482,0.0009225303105816699,0.9619359972835927,0.3477383022477481,101006
ILF_R,849.5,49.5,0.48215863809005194,0.0009539731032706559,0.9684147720305599,0.3493356684396857,101006
Motor,1749.5,49.5,0.5471860987377094,0.000890635831904277,1.006907559831361,0.389703023535182,101006
Occipital,1849.5,49.5,0.6218743842554084,0.000908380297620818,0.9318485516706536,0.3915268352231365,101006
Orbital,1949.5,49.5,0.46336526284475377,0.0009074202875458561,1.0748938092153644,0.34919008819138403,101006
PostParietal,2049.5,49.5,0.5676640389911857,0.000896878248566394,0.9511021124704537,0.38795454767057735,101006
SLF_L,1149.5,49.5,0.44475943678574764,0.000896764646244191,1.0112836409534498,0.36563440338495473,101006
SLF_R,1049.5,49.5,0.45333020034891697,0.000882644659431992,1.0405088840012795,0.37356193912707963,101006
SupFrontal,2149.5,49.5,0.5308451534901812,0.000908956341236863,1.0170183050998334,0.3745837686935194,101006
SupParietal,2249.5,49.5,0.5574188821109197,0.0008989164718706561,0.9813393709071434,0.3900992151814046,101006
Temporal,2349.5,49.5,0.5405867372256351,0.000951708653772842,0.962130616577449,0.3683041388556333,101006
UNC_L,1549.5,49.5,0.4090498046169116,0.0009438515033836591,0.9659617814532695,0.3196658692742265,101006
UNC_R,1449.5,49.5,0.40752496609215216,0.0009323921766795789,1.0049646198624254,0.3269421695261755,101006
